URL,Id,Input Name,First Name,Last Name,Current Eligible Year,Position,Height,Weight,Current Class,College,DOB,Jersey Number,Team
https://premium.pff.com/ncaa/players/2021/REGPO/brandon-martin/40066/snaps,40066,Brandon Martin,Brandon,Martin,2022,LB,600,,RSN,,,D7,Ball State Cardinals
https://premium.pff.com/ncaa/players/2021/REGPO/phillip-howard/40350/snaps,40350,Phillip Howard,Phillip,Howard,2022,CB,511,,RSN,,,D2,Minnesota Golden Gophers
https://premium.pff.com/ncaa/players/2021/REGPO/shai-werts/40384/snaps,40384,Shai Werts,Shai,Werts,2022,WR,511,,RSN,,,5,Louisville Cardinals
https://premium.pff.com/ncaa/players/2021/REGPO/kumehnnu-gwilly/40495/snaps,40495,Kumehnnu Gwilly,Kumehnnu,Gwilly,2022,LB,602,,SN,,,D33,Central Michigan Chippewas
https://premium.pff.com/ncaa/players/2021/REGPO/jahaziel-lee/40537/snaps,40537,Jahaziel Lee,Jahaziel,Lee,2022,DI,602,,G,,,D99,Louisiana-Monroe Warhawks
https://premium.pff.com/ncaa/players/2021/REGPO/velus-jones-jr/40573/snaps,40573,Velus Jones Jr.,Velus,Jones Jr.,2022,WR,600,,RSN,,,1,Tennessee Volunteers
https://premium.pff.com/ncaa/players/2021/REGPO/prather-hudson/40617/snaps,40617,Prather Hudson,Prather,Hudson,2022,S,511,,SN,,,D24,Illinois Fighting Illini
https://premium.pff.com/ncaa/players/2021/REGPO/justin-rice/40640/snaps,40640,Justin Rice,Justin,Rice,2022,LB,602,,SN,,,D3,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/cj-riley/40684/snaps,40684,C.J. Riley,C.J.,Riley,2022,WR,604,,G,,,19,North Carolina State Wolfpack
https://premium.pff.com/ncaa/players/2021/REGPO/aaron-hansford/40694/snaps,40694,Aaron Hansford,Aaron,Hansford,2022,LB,603,,G,,,D1,Texas A&M Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/rontavious-groves/40901/snaps,40901,Rontavious Groves,Rontavious,Groves,2023,WR,511,,J,,,0,Texas State Bobcats
https://premium.pff.com/ncaa/players/2021/REGPO/malik-staples/40902/snaps,40902,Malik Staples,Malik,Staples,2022,LB,601,,RSN,,,D24,Western Kentucky Hilltoppers
https://premium.pff.com/ncaa/players/2021/REGPO/deonte-perry/41092/snaps,41092,Deonte Perry,Deonte,Perry,2022,S,600,,SN,,,D17,Fresno State Bulldogs
https://premium.pff.com/ncaa/players/2021/REGPO/chris-redmon/41160/snaps,41160,Chris Redmon,Chris,Redmon,2022,ED,602,,SN,,,D50,Toledo Rockets
https://premium.pff.com/ncaa/players/2021/REGPO/alema-pilimai/41395/snaps,41395,Alema Pilimai,Alema,Pilimai,2024,ED,604,,S,,,D99,BYU Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/eric-sutton/41489/snaps,41489,Eric Sutton,Eric,Sutton,2022,CB,509,,G,,,D8,Texas State Bobcats
https://premium.pff.com/ncaa/players/2021/REGPO/jaquel-pierce/41589/snaps,41589,Jaquel Pierce,Jaquel,Pierce,2022,ED,602,,SN,,,D94,Texas State Bobcats
https://premium.pff.com/ncaa/players/2021/REGPO/ty-shelby/41752/snaps,41752,Ty Shelby,Ty,Shelby,2022,ED,604,,G,,,D44,Louisiana-Monroe Warhawks
https://premium.pff.com/ncaa/players/2021/REGPO/sam-hammond/41836/snaps,41836,Sam Hammond,Sam,Hammond,2022,ED,605,,G,,,D98,Nevada Wolf Pack
https://premium.pff.com/ncaa/players/2021/REGPO/kadarius-smith/41840/snaps,41840,Kadarius Smith,Kadarius,Smith,2022,ED,604,,SN,,,D44,SMU Mustangs
https://premium.pff.com/ncaa/players/2021/REGPO/ben-davis/41960/snaps,41960,Ben Davis,Ben,Davis,2022,ED,604,,SN,,,D6,Texas Longhorns
https://premium.pff.com/ncaa/players/2021/REGPO/jalen-virgil/41991/snaps,41991,Jalen Virgil,Jalen,Virgil,2022,WR,601,,G,,,11,Appalachian State Mountaineers
https://premium.pff.com/ncaa/players/2021/REGPO/eric-collins/41998/snaps,41998,Eric Collins,Eric,Collins,2022,WR,510,,G,,,80,Massachusetts Minutemen
https://premium.pff.com/ncaa/players/2021/REGPO/kenny-turnier/42019/snaps,42019,Kenny Turnier,Kenny,Turnier,2022,DI,604,,SN,,,D12,TCU Horned Frogs
https://premium.pff.com/ncaa/players/2021/REGPO/dru-mathis/42027/snaps,42027,Dru Mathis,Dru,Mathis,2022,LB,603,,SN,,,D54,Oregon Ducks
https://premium.pff.com/ncaa/players/2021/REGPO/freddie-johnson/42129/snaps,42129,Freddie Johnson,Freddie,Johnson,2022,CB,601,,G,,,D21,Temple Owls
https://premium.pff.com/ncaa/players/2021/REGPO/avien-peah/42158/snaps,42158,Avien Peah,Avien,Peah,2022,ED,602,,G,,,D0,Massachusetts Minutemen
https://premium.pff.com/ncaa/players/2021/REGPO/nick-grant/42242/snaps,42242,Nick Grant,Nick,Grant,2022,S,603,,SN,,,D1,Virginia Cavaliers
https://premium.pff.com/ncaa/players/2021/REGPO/audie-omotosho/42280/snaps,42280,Audie Omotosho,Audie,Omotosho,2022,WR,602,,G,East Carolina Pirates,,8,East Carolina Pirates
https://premium.pff.com/ncaa/players/2021/REGPO/alonzo-mccoy/42383/snaps,42383,Alonzo McCoy,Alonzo,McCoy,2022,CB,511,,SN,,,D3,Central Michigan Chippewas
https://premium.pff.com/ncaa/players/2021/REGPO/keyshon-camp/42384/snaps,42384,Keyshon Camp,Keyshon,Camp,2022,DI,604,,RSN,,,D10,Pittsburgh Panthers
https://premium.pff.com/ncaa/players/2021/REGPO/chris-moore/42400/snaps,42400,Chris Moore,Chris,Moore,2022,S,600,,RSN,,,D28,Georgia State Panthers
https://premium.pff.com/ncaa/players/2021/REGPO/raleigh-texada/42440/snaps,42440,Raleigh Texada,Raleigh,Texada,2022,CB,510,,RSN,,,D3,Baylor Bears
https://premium.pff.com/ncaa/players/2021/REGPO/greg-eisworth-ii/42444/snaps,42444,Greg Eisworth II,Greg,Eisworth II,2022,S,600,,RSN,,,D12,Iowa State Cyclones
https://premium.pff.com/ncaa/players/2021/REGPO/jojo-domann/42446/snaps,42446,JoJo Domann,JoJo,Domann,2022,CB,601,,SN,,,D13,Nebraska Cornhuskers
https://premium.pff.com/ncaa/players/2021/REGPO/dj-ford/42473/snaps,42473,D.J. Ford,D.J.,Ford,2022,S,0,,G,,,D9,East Carolina Pirates
https://premium.pff.com/ncaa/players/2021/REGPO/monte-mcgary/42477/snaps,42477,Monte McGary,Monte,McGary,2023,S,600,,J,,,D26,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/tomon-fox/42486/snaps,42486,Tomon Fox,Tomon,Fox,2022,ED,603,,G,,,D12,North Carolina Tar Heels
https://premium.pff.com/ncaa/players/2021/REGPO/jay-lenard/42492/snaps,42492,Jay Lenard,Jay,Lenard,2022,S,601,,SN,,,D27,San Jose State Spartans
https://premium.pff.com/ncaa/players/2021/REGPO/devin-harper/42494/snaps,42494,Devin Harper,Devin,Harper,2022,LB,600,,RSN,,,D16,Oklahoma State Cowboys
https://premium.pff.com/ncaa/players/2021/REGPO/cedric-boswell/42504/snaps,42504,Cedric Boswell,Cedric,Boswell,2022,CB,511,,RSN,Miami (OH) RedHawks,,D18,Miami (OH) RedHawks
https://premium.pff.com/ncaa/players/2021/REGPO/keir-thomas/42509/snaps,42509,Keir Thomas,Keir,Thomas,2022,ED,602,,RSN,,,D4,Florida State Seminoles
https://premium.pff.com/ncaa/players/2021/REGPO/tyrez-lindsey/42510/snaps,42510,Tyrez Lindsey,Tyrez,Lindsey,2022,S,602,,RSN,,,D22,Memphis Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/bricen-garner/42520/snaps,42520,Bricen Garner,Bricen,Garner,2022,S,601,,SN,,,D2,Western Michigan Broncos
https://premium.pff.com/ncaa/players/2021/REGPO/james-skalski/42552/snaps,42552,James Skalski,James,Skalski,2022,LB,600,,G,,,D47,Clemson Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/nazeeh-johnson/42553/snaps,42553,Nazeeh Johnson,Nazeeh,Johnson,2022,S,602,,RSN,,,D13,Marshall Thundering Herd
https://premium.pff.com/ncaa/players/2021/REGPO/jordan-fox/42554/snaps,42554,Jordan Fox,Jordan,Fox,2022,ED,603,,G,,,D10,Stanford Cardinal
https://premium.pff.com/ncaa/players/2021/REGPO/benjamin-alexander/42567/snaps,42567,Benjamin Alexander,Benjamin,Alexander,2022,S,601,,RSN,Liberty Flames,,D17,Liberty Flames
https://premium.pff.com/ncaa/players/2021/REGPO/jaquain-blakely/42579/snaps,42579,Ja'Quain Blakely,Ja'Quain,Blakely,2022,ED,602,,RSN,,,D48,Tennessee Volunteers
https://premium.pff.com/ncaa/players/2021/REGPO/aaron-ramseur/42585/snaps,42585,Aaron Ramseur,Aaron,Ramseur,2022,LB,601,,SN,,,D51,East Carolina Pirates
https://premium.pff.com/ncaa/players/2021/REGPO/leevel-tatum-iii/42587/snaps,42587,Leevel Tatum III,Leevel,Tatum III,2022,DI,601,,SN,,,D97,Arizona Wildcats
https://premium.pff.com/ncaa/players/2021/REGPO/andrzej-hughesmurray/42597/snaps,42597,Andrzej Hughes-Murray,Andrzej,Hughes-Murray,2022,ED,602,,RSN,Oregon State Beavers,,D2,Oregon State Beavers
https://premium.pff.com/ncaa/players/2021/REGPO/taylor-riggins/42599/snaps,42599,Taylor Riggins,Taylor,Riggins,2022,ED,602,,RSN,,,D49,Buffalo Bulls
https://premium.pff.com/ncaa/players/2021/REGPO/tayler-hawkins/42606/snaps,42606,Tayler Hawkins,Tayler,Hawkins,2022,CB,601,,SN,,,D9,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/therran-coleman/42611/snaps,42611,Therran Coleman,Therran,Coleman,2022,CB,600,,SN,,,D7,Western Michigan Broncos
https://premium.pff.com/ncaa/players/2021/REGPO/caesar-williams/42613/snaps,42613,Caesar Williams,Caesar,Williams,2022,CB,600,,SN,,,D21,Wisconsin Badgers
https://premium.pff.com/ncaa/players/2021/REGPO/calvin-swenson/42636/snaps,42636,Calvin Swenson,Calvin,Swenson,2022,S,601,,RSN,,,D1,Minnesota Golden Gophers
https://premium.pff.com/ncaa/players/2021/REGPO/brandon-bouyerrandle/42637/snaps,42637,Brandon Bouyer-Randle,Brandon,Bouyer-Randle,2022,LB,602,,SN,,,D2,Texas Tech Red Raiders
https://premium.pff.com/ncaa/players/2021/REGPO/joe-headen/42645/snaps,42645,Joe Headen,Joe,Headen,2022,CB,510,,SN,,,D24,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/lawson-hall/42652/snaps,42652,Lawson Hall,Lawson,Hall,2022,LB,600,,G,,,D30,Nevada Wolf Pack
https://premium.pff.com/ncaa/players/2021/REGPO/clifford-chattman/42657/snaps,42657,Clifford Chattman,Clifford,Chattman,2022,S,605,,SN,,,D10,UTSA Roadrunners
https://premium.pff.com/ncaa/players/2021/REGPO/eric-kendzior/42672/snaps,42672,Eric Kendzior,Eric,Kendzior,2022,ED,603,,SN,,,D47,Louisiana Tech Bulldogs
https://premium.pff.com/ncaa/players/2021/REGPO/mike-palmer/42674/snaps,42674,Mike Palmer,Mike,Palmer,2022,S,601,,G,,,D18,Boston College Eagles
https://premium.pff.com/ncaa/players/2021/REGPO/isaiah-grahammobley/42679/snaps,42679,Isaiah Graham-Mobley,Isaiah,Graham-Mobley,2022,LB,601,,G,,,D19,Boston College Eagles
https://premium.pff.com/ncaa/players/2021/REGPO/tyreek-maddoxwilliams/42694/snaps,42694,Tyreek Maddox-Williams,Tyreek,Maddox-Williams,2022,LB,602,,SN,Rutgers Scarlet Knights,,D9,Rutgers Scarlet Knights
https://premium.pff.com/ncaa/players/2021/REGPO/demetrius-cain/42697/snaps,42697,Demetrius Cain,Demetrius,Cain,2022,LB,600,,RSN,,,D28,Western Kentucky Hilltoppers
https://premium.pff.com/ncaa/players/2021/REGPO/drew-harvey/42699/snaps,42699,Drew Harvey,Drew,Harvey,2022,LB,601,,G,,,D37,Massachusetts Minutemen
https://premium.pff.com/ncaa/players/2021/REGPO/jeremy-darvin/42713/snaps,42713,Jeremy Darvin,Jeremy,Darvin,2022,DI,601,,RSN,,,D0,Western Kentucky Hilltoppers
https://premium.pff.com/ncaa/players/2021/REGPO/ryan-bowman/42714/snaps,42714,Ryan Bowman,Ryan,Bowman,2022,ED,601,,SN,,,D55,Washington Huskies
https://premium.pff.com/ncaa/players/2021/REGPO/zach-hannibal/42732/snaps,42732,Zach Hannibal,Zach,Hannibal,2022,CB,600,,,,,D2,Louisiana Tech Bulldogs
https://premium.pff.com/ncaa/players/2021/REGPO/spencer-easonriddle/42747/snaps,42747,Spencer Eason-Riddle,Spencer,Eason-Riddle,2022,LB,600,,RSN,,,D45,South Carolina Gamecocks
https://premium.pff.com/ncaa/players/2021/REGPO/nick-heninger/42766/snaps,42766,Nick Heninger,Nick,Heninger,2022,ED,602,,SN,,,D42,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/lorenzo-dantzler/42768/snaps,42768,Lorenzo Dantzler,Lorenzo,Dantzler,2022,ED,601,,SN,,,D6,UTSA Roadrunners
https://premium.pff.com/ncaa/players/2021/REGPO/markell-utsey/42779/snaps,42779,Markell Utsey,Markell,Utsey,2022,ED,604,,RSN,,,D0,Arkansas Razorbacks
https://premium.pff.com/ncaa/players/2021/REGPO/ajani-kerr/42797/snaps,42797,Ajani Kerr,Ajani,Kerr,2022,CB,600,,SN,,,D21,Tulane Green Wave
https://premium.pff.com/ncaa/players/2021/REGPO/mike-maskalunas/42820/snaps,42820,Mike Maskalunas,Mike,Maskalunas,2022,LB,603,,SN,,,D58,Wisconsin Badgers
https://premium.pff.com/ncaa/players/2021/REGPO/tommy-dawkins-jr/42832/snaps,42832,Tommy Dawkins Jr.,Tommy,Dawkins Jr.,2022,ED,602,,G,,,D91,Appalachian State Mountaineers
https://premium.pff.com/ncaa/players/2021/REGPO/chase-lucas/42833/snaps,42833,Chase Lucas,Chase,Lucas,2022,CB,600,,G,,,D24,Arizona State Sun Devils
https://premium.pff.com/ncaa/players/2021/REGPO/willie-baker/42835/snaps,42835,Willie Baker,Willie,Baker,2022,ED,603,,SN,,,D85,Louisiana Tech Bulldogs
https://premium.pff.com/ncaa/players/2021/REGPO/xavior-williams/42838/snaps,42838,Xavior Williams,Xavior,Williams,2022,CB,511,,SN,,,D23,Iowa Hawkeyes
https://premium.pff.com/ncaa/players/2021/REGPO/justus-rogers/42865/snaps,42865,Justus Rogers,Justus,Rogers,2022,LB,602,,G,,,D37,Washington State Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/dc-williams/42880/snaps,42880,D.C. Williams,D.C.,Williams,2022,CB,511,,SN,,,D5,Texas State Bobcats
https://premium.pff.com/ncaa/players/2021/REGPO/grant-morgan/42888/snaps,42888,Grant Morgan,Grant,Morgan,2022,LB,511,,RSN,,,D31,Arkansas Razorbacks
https://premium.pff.com/ncaa/players/2021/REGPO/jahad-woods/42896/snaps,42896,Jahad Woods,Jahad,Woods,2022,LB,601,,G,,,D13,Washington State Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/joshua-bailey/42907/snaps,42907,Joshua Bailey,Joshua,Bailey,2022,DI,0,,RSN,,,D9,Charlotte 49ers
https://premium.pff.com/ncaa/players/2021/REGPO/rachuan-mitchell/42909/snaps,42909,Rachuan Mitchell,Rachuan,Mitchell,2022,CB,511,,RSN,,,D1,Southern Miss Golden Eagles
https://premium.pff.com/ncaa/players/2021/REGPO/deon-edwards/42912/snaps,42912,Deon Edwards,Deon,Edwards,2022,LB,601,,RSN,,,D22,Arkansas Razorbacks
https://premium.pff.com/ncaa/players/2021/REGPO/travon-fuller/42926/snaps,42926,Travon Fuller,Travon,Fuller,2022,CB,601,,G,,,D2,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/lawrence-stevens/42940/snaps,42940,Lawrence Stevens,Lawrence,Stevens,2022,CB,509,,SN,Rutgers Scarlet Knights,,D29,Rutgers Scarlet Knights
https://premium.pff.com/ncaa/players/2021/REGPO/jacobi-francis/42941/snaps,42941,Jacobi Francis,Jacobi,Francis,2022,CB,511,,RSN,,,D1,Memphis Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/jordan-happle/42942/snaps,42942,Jordan Happle,Jordan,Happle,2022,S,600,,SN,,,D32,Oregon Ducks
https://premium.pff.com/ncaa/players/2021/REGPO/alexander-sims/42947/snaps,42947,Alexander Sims,Alexander,Sims,2022,LB,601,,G,,,D36,Kent State Golden Flashes
https://premium.pff.com/ncaa/players/2021/REGPO/coney-durr/42953/snaps,42953,Coney Durr,Coney,Durr,2022,CB,510,,RSN,,,D16,Minnesota Golden Gophers
https://premium.pff.com/ncaa/players/2021/REGPO/noah-burks/42956/snaps,42956,Noah Burks,Noah,Burks,2022,ED,602,,SN,,,D41,Wisconsin Badgers
https://premium.pff.com/ncaa/players/2021/REGPO/thomas-pickens/42970/snaps,42970,Thomas Pickens,Thomas,Pickens,2022,LB,602,,RSN,,,D0,Memphis Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/will-evans/42984/snaps,42984,Will Evans,Will,Evans,2022,ED,602,,RSN,,,D9,Ohio Bobcats
https://premium.pff.com/ncaa/players/2021/REGPO/davonte-robinson/42999/snaps,42999,Davonte Robinson,Davonte,Robinson,2022,CB,602,,RSN,,,D9,Kentucky Wildcats
https://premium.pff.com/ncaa/players/2021/REGPO/jovanni-stewart/43001/snaps,43001,JoVanni Stewart,JoVanni,Stewart,2022,LB,509,,SN,,,D9,Houston Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/elijah-hamilton/43012/snaps,43012,Elijah Hamilton,Elijah,Hamilton,2022,CB,602,,G,,,D9,Louisiana Tech Bulldogs
https://premium.pff.com/ncaa/players/2021/REGPO/terrell-vassel/43023/snaps,43023,Terrell Vassel,Terrell,Vassel,2022,S,600,,SN,,,D19,Mississippi Rebels
https://premium.pff.com/ncaa/players/2021/REGPO/marquel-dismuke/43025/snaps,43025,Marquel Dismuke,Marquel,Dismuke,2022,S,601,,SN,,,D9,Nebraska Cornhuskers
https://premium.pff.com/ncaa/players/2021/REGPO/caleb-kelly/43026/snaps,43026,Caleb Kelly,Caleb,Kelly,2022,ED,603,,RSN,,,D19,Oklahoma Sooners
https://premium.pff.com/ncaa/players/2021/REGPO/shawn-jennings/43027/snaps,43027,Shawn Jennings,Shawn,Jennings,2022,LB,601,,SN,,,D24,South Alabama Jaguars
https://premium.pff.com/ncaa/players/2021/REGPO/gage-kreski/43047/snaps,43047,Gage Kreski,Gage,Kreski,2022,S,601,,SN,,,D4,Central Michigan Chippewas
https://premium.pff.com/ncaa/players/2021/REGPO/dj-morgan/43099/snaps,43099,D.J. Morgan,D.J.,Morgan,2022,LB,602,,G,,,D41,Connecticut Huskies
https://premium.pff.com/ncaa/players/2021/REGPO/kevin-meitzenheimer/43102/snaps,43102,Kevin Meitzenheimer,Kevin,Meitzenheimer,2022,LB,600,,SN,,,D33,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/shane-simmons/43103/snaps,43103,Shane Simmons,Shane,Simmons,2022,ED,604,,RSN,,,D34,Marshall Thundering Herd
https://premium.pff.com/ncaa/players/2021/REGPO/sean-mahone/43146/snaps,43146,Sean Mahone,Sean,Mahone,2022,S,511,,RSN,,,D29,West Virginia Mountaineers
https://premium.pff.com/ncaa/players/2021/REGPO/justin-clark/43185/snaps,43185,Justin Clark,Justin,Clark,2023,CB,511,,J,,,D21,Toledo Rockets
https://premium.pff.com/ncaa/players/2021/REGPO/nolan-turner/43187/snaps,43187,Nolan Turner,Nolan,Turner,2022,S,601,,G,,,D24,Clemson Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/ryan-mcwood/43189/snaps,43189,Ryan McWood,Ryan,McWood,2022,LB,602,,RSN,Miami (OH) RedHawks,,D23,Miami (OH) RedHawks
https://premium.pff.com/ncaa/players/2021/REGPO/amir-tyler/43191/snaps,43191,Amir Tyler,Amir,Tyler,2022,S,600,,G,,,D3,Temple Owls
https://premium.pff.com/ncaa/players/2021/REGPO/korel-smith/43201/snaps,43201,Korel Smith,Korel,Smith,2022,CB,510,,RSN,Florida Atlantic Owls,,D29,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/chima-azunna/43211/snaps,43211,Chima Azunna,Chima,Azunna,2022,S,600,,SN,,,D0,Hawaii Warriors
https://premium.pff.com/ncaa/players/2021/REGPO/kaiden-smith/43224/snaps,43224,Kaiden Smith,Kaiden,Smith,2022,S,601,,G,,,D13,Appalachian State Mountaineers
